City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,wajir,1.7471,40.0573,30.98,42,0,1.54,KE,1693940207
293,shanga,11.2106,4.5788,25.37,84,16,2.64,NG,1693940207
294,kataba,13.9833,44.3833,21.93,63,27,0.93,YE,1693940208
295,walvis bay,-22.9575,14.5053,13.37,69,100,8.41,NA,1693940208
296,klyuchi,52.2667,79.1667,11.64,62,86,2.2,RU,1693940209
297,mont-dore,-22.2833,166.5833,21.11,99,100,3.45,NC,1693940210
298,lompoc,34.6391,-120.4579,30.01,74,1,2.68,US,1693940210
299,santa terezinha,-29.9002,-50.0904,14.72,70,82,5.0,BR,1693940211
300,tsiroanomandidy,-18.7667,46.0333,20.54,38,5,1.66,MG,1693940212
301,tabas,33.5959,56.9244,33.12,15,0,1.03,IR,1693940212
302,pokhara,28.2333,83.9833,24.29,53,100,2.15,NP,1693940213
303,isla vista,34.4133,-119.861,29.58,77,100,4.12,US,1693939684
304,sirte,31.2089,16.5887,25.74,57,0,5.88,LY,1693940214
305,karmala,18.4167,75.2,25.39,76,99,4.82,IN,1693940214
306,ujae,8.9322,165.7642,28.33,78,99,4.71,MH,1693940215
307,chake chake,-5.2459,39.7666,23.74,86,5,4.67,TZ,1693940216
308,basco,20.4487,121.9702,25.95,91,100,3.02,PH,1693940216
309,khandyga,62.6667,135.6,6.24,84,100,2.15,RU,1693940217
310,mulayjah,27.271,48.4242,36.62,20,0,2.99,SA,1693940217
311,uvalde,29.3669,-99.767,35.18,50,0,4.63,US,1693940218
312,fortuna,40.5982,-124.1573,21.07,75,20,0.89,US,1693940218
313,san rafael del sur,11.8485,-86.4384,32.54,53,34,3.45,NI,1693940219
314,kosh-agach,50.0,88.6667,5.0,74,74,1.22,RU,1693939813
315,quellon,-43.1167,-73.6167,11.14,66,100,3.6,CL,1693940220
316,levuka,50.1834,-105.4011,12.85,50,20,1.03,CA,1693939837
317,cocorit,27.5833,-109.9667,37.94,27,0,1.44,MX,1693940221
318,salym,60.0625,71.4789,7.4,77,100,3.19,RU,1693939734
319,hisua,24.8333,85.4167,28.1,88,98,0.45,IN,1693940222
320,sandnessjoen,66.0217,12.6316,11.06,82,75,3.6,NO,1693939741
321,sao vicente,-23.9631,-46.3919,22.77,54,100,2.06,BR,1693939769
322,zav'yalovo,56.7847,53.3776,14.66,92,30,1.34,RU,1693940224
323,novyy urengoy,66.0833,76.6333,8.91,72,94,2.35,RU,1693940224
324,new norfolk,-42.7826,147.0587,9.38,86,100,2.1,AU,1693939627
325,griffith,41.5284,-87.4237,33.36,48,75,8.23,US,1693940225
326,shali,43.1481,45.9019,24.63,71,1,1.62,RU,1693940226
327,buka,40.8108,69.1986,17.34,28,0,2.64,UZ,1693939743
328,tiszafured,47.6167,20.7667,19.65,49,0,3.26,HU,1693940227
329,haiku-pauwela,20.9219,-156.3051,28.43,63,0,0.45,US,1693940228
330,kirakira,-10.4544,161.9205,25.94,88,85,5.16,SB,1693940228
331,ola,59.5833,151.2833,7.86,85,100,1.43,RU,1693940229
332,wuwei,37.9281,102.6414,22.57,49,69,2.37,CN,1693940205
333,al hazm,16.1641,44.7769,31.74,15,11,3.44,YE,1693940230
334,awjilah,29.1081,21.2869,29.46,26,66,3.19,LY,1693940231
335,belmonte,-15.8631,-38.8828,25.2,78,18,4.36,BR,1693940231
336,trairi,-3.2778,-39.2689,28.79,64,0,7.52,BR,1693940232
337,shimoda,34.6667,138.95,25.61,88,100,5.35,JP,1693940232
338,sechura,-5.5569,-80.8222,26.55,59,24,6.92,PE,1693940233
339,mil'kovo,55.6078,37.7956,16.86,60,100,2.94,RU,1693940234
340,mantua,45.1667,10.7833,25.53,63,100,0.89,IT,1693939754
341,kavaratti,10.5669,72.642,27.97,79,100,6.47,IN,1693940235
342,sao raimundo das mangabeiras,-7.0219,-45.4811,38.49,13,0,3.6,BR,1693940235
343,kruisfontein,-34.0033,24.7314,10.75,72,21,6.86,ZA,1693940236
344,la ronge,55.1001,-105.2842,15.14,38,20,2.06,CA,1693940236
345,edea,3.8,10.1333,23.64,94,90,1.32,CM,1693940237
346,glace bay,46.1969,-59.957,18.92,96,100,6.17,CA,1693940237
347,kudymkar,59.0173,54.656,11.16,94,40,1.99,RU,1693940238
348,la passe,45.5549,-0.8967,30.13,56,83,3.79,FR,1693940239
349,hermanus,-34.4187,19.2345,11.0,69,5,6.53,ZA,1693940239
350,port saint john's,-31.6229,29.5448,15.5,59,99,7.05,ZA,1693940240
351,amuntai,-2.4177,115.2494,22.6,96,15,0.61,ID,1693940240
352,plettenberg bay,-34.0527,23.3716,11.9,74,28,5.94,ZA,1693939728
353,lodja,-3.4833,23.4333,21.49,85,6,1.37,CD,1693940241
354,tual,-5.6667,132.75,25.04,83,28,6.73,ID,1693939733
355,gobabis,-22.45,18.9667,18.5,19,14,9.68,NA,1693939766
356,sao felix do xingu,-6.6447,-51.995,39.11,15,24,2.46,BR,1693940243
357,gambiran satu,-8.3939,114.1464,21.79,95,91,0.21,ID,1693940244
358,tambopata,-12.7333,-69.1833,32.94,55,20,2.06,PE,1693940244
359,tsiombe,-25.3,45.4833,21.14,74,0,1.82,MG,1693940245
360,gonzalez,30.5816,-87.2914,34.1,57,0,6.17,US,1693940245
361,sao sepe,-30.1606,-53.5653,15.83,60,0,2.93,BR,1693940246
362,corcoran,36.098,-119.5604,28.65,27,0,1.2,US,1693940246
363,road town,18.4167,-64.6167,33.02,58,40,3.6,VG,1693939682
364,abu dhabi,24.4667,54.3667,35.53,63,0,2.06,AE,1693940000
365,pijijiapan,15.7011,-93.23,32.14,61,17,3.69,MX,1693940221
366,charters towers,-20.1,146.2667,15.13,96,1,3.02,AU,1693939735
367,pangody,65.85,74.4859,8.23,69,65,2.13,RU,1693940249
368,xai-xai,-25.0519,33.6442,22.99,47,5,2.9,MZ,1693940250
369,puerto baquerizo moreno,-0.9,-89.6,26.55,69,75,7.2,EC,1693940250
370,danville,36.586,-79.395,35.72,50,0,2.57,US,1693939969
371,sabang,5.8933,95.3214,27.61,76,100,8.76,ID,1693939725
372,semdinli,37.3051,44.5742,21.94,26,1,0.46,TR,1693940252
373,waingapu,-9.6567,120.2641,22.65,82,80,3.67,ID,1693940252
374,al bardiyah,31.7561,25.0865,26.53,69,52,8.59,LY,1693940253
375,saint-pierre,-21.3393,55.4781,19.82,42,20,3.09,RE,1693939791
376,nacala,-14.5428,40.6728,22.95,88,2,2.34,MZ,1693940254
377,itapaci,-14.9508,-49.5494,34.53,28,93,2.43,BR,1693940255
378,monte alegre,-2.0078,-54.0692,35.9,35,99,2.02,BR,1693940127
379,uliastay,47.7417,96.8444,13.03,77,100,1.15,MN,1693940256
380,mytilene,39.11,26.5547,23.9,64,40,1.54,GR,1693940256
381,riviere-du-loup,47.8304,-69.5342,21.15,78,36,2.57,CA,1693940257
382,priob'ye,62.5206,65.5964,8.31,70,13,0.42,RU,1693940258
383,kamina,-8.7386,24.9906,24.04,56,98,2.67,CD,1693940258
384,novyy urgal,51.0736,132.5642,4.75,95,100,0.3,RU,1693939842
385,ovalle,-30.5983,-71.2003,25.38,28,76,3.32,CL,1693940260
386,merritt island,28.5392,-80.672,33.38,62,20,3.6,US,1693940260
387,kalianget,-7.05,113.9333,25.79,79,100,5.87,ID,1693940261
388,nemuro,43.3236,145.575,16.69,99,100,5.14,JP,1693940261
389,carnarvon,-24.8667,113.6333,18.24,74,3,9.06,AU,1693940262
390,kalmunai,7.4167,81.8167,26.88,73,100,5.89,LK,1693940263
391,sredets,42.3475,27.179,21.06,79,99,5.29,BG,1693940263
392,berezovo,63.9381,65.0419,9.42,61,3,0.89,RU,1693940264
393,baoqing,46.3317,132.2111,10.64,77,0,1.5,CN,1693940265
394,aykhal,66.0,111.5,-3.7,93,14,3.36,RU,1693940265
395,howrah,22.5892,88.3103,29.0,89,40,0.0,IN,1693939819
396,drogheda,53.7189,-6.3478,20.42,92,6,3.78,IE,1693940266
397,vallo della lucania,40.2297,15.2658,20.84,56,19,4.53,IT,1693940267
398,el calafate,-50.3408,-72.2768,0.07,71,53,1.12,AR,1693940267
399,namibe,-15.1961,12.1522,17.27,87,19,3.85,AO,1693940268
400,manta,-0.95,-80.7333,28.88,65,100,3.6,EC,1693940269
401,rudnichnyy,59.617,52.4703,11.7,95,10,1.85,RU,1693940269
402,dwarka,22.2394,68.9678,27.26,78,7,4.36,IN,1693940270
403,alofi,-19.0595,-169.9187,19.94,94,73,0.51,NU,1693940271
404,zyrya,40.3661,50.2917,27.05,62,0,1.05,AZ,1693940271
405,tabligbo,6.5833,1.5,23.89,94,100,3.42,TG,1693940272
406,castillos,-34.1667,-53.8333,10.08,58,15,4.94,UY,1693939733
407,barranquilla,10.9639,-74.7964,34.88,59,20,3.09,CO,1693939839
408,gaigeturi,33.4644,126.3183,25.03,78,20,1.54,KR,1693940274
409,feijo,-8.1642,-70.3536,33.52,43,100,0.64,BR,1693940275
410,dalandzadgad,43.5708,104.425,21.98,30,0,5.81,MN,1693940277
411,rabaul,-4.1967,152.1721,25.67,83,45,4.71,PG,1693939752
412,wagar,16.1525,36.2032,32.03,46,100,4.53,SD,1693940278
413,dubbo,-32.25,148.6167,1.07,80,0,3.6,AU,1693940278
414,lihue,21.9789,-159.3672,27.77,75,75,2.06,US,1693940279
415,smithers,54.7804,-127.1743,10.18,81,100,1.54,CA,1693939743
416,i-n-salah,27.1935,2.4607,39.08,15,19,6.63,DZ,1693939818
417,keflavik,64.0049,-22.5624,12.95,93,100,10.29,IS,1693940281
418,williamsville,42.964,-78.7378,32.57,58,20,5.14,US,1693940281
419,padang,-0.9492,100.3543,24.03,93,100,1.71,ID,1693940283
420,kirillov,59.863,38.3813,15.09,75,81,3.91,RU,1693940283
421,korostyshiv,50.3172,29.0563,14.92,53,12,2.33,UA,1693940239
422,minas de marcona,-15.2119,-75.1103,16.62,70,94,7.67,PE,1693939758
423,juneau,58.3019,-134.4197,11.79,90,75,1.54,US,1693939802
424,yuzhno-kurilsk,44.0306,145.8556,17.31,99,100,2.49,RU,1693940286
425,ardahan,41.1087,42.7022,15.36,54,7,0.74,TR,1693940287
426,yelizovo,53.1873,158.3805,6.08,100,0,2.0,RU,1693940288
427,almansa,38.8692,-1.0971,21.22,79,14,4.41,ES,1693940288
428,talcahuano,-36.7167,-73.1167,10.82,93,100,11.83,CL,1693939759
429,caminauit,12.3314,121.0825,27.11,78,100,0.97,PH,1693940289
430,bodaybo,57.8506,114.1933,10.74,76,93,0.76,RU,1693940290
431,nagqu,31.5,92.0,2.63,65,100,1.02,CN,1693940291
432,taro,-8.3862,115.28,20.0,94,75,0.69,ID,1693940292
433,ipubi,-7.6519,-40.1489,32.5,25,4,5.08,BR,1693939998
434,balkashino,52.5167,68.7667,8.34,74,100,2.81,KZ,1693940294
435,mirnyy,62.5353,113.9611,1.8,86,10,3.13,RU,1693940294
436,erdemli,36.605,34.3084,26.75,65,0,1.43,TR,1693940295
437,tagiura,32.8817,13.3506,25.74,56,1,6.12,LY,1693940295
438,sehore,23.2,77.0833,24.15,87,100,2.69,IN,1693940296
439,tazacorte,28.629,-17.9293,24.54,84,40,1.34,ES,1693940297
440,auki,-8.7676,160.7034,25.1,91,30,1.94,SB,1693940297
441,argo,37.6333,22.7333,19.88,83,100,0.37,GR,1693940298
442,chibougamau,49.9168,-74.3659,28.79,61,40,6.69,CA,1693940299
443,arauca,7.0847,-70.7591,33.98,59,40,1.03,CO,1693940299
444,bolobo,-2.1667,16.2333,24.81,74,98,0.73,CD,1693940300
445,hacienda huancane,-15.8222,-70.8856,11.56,21,100,1.46,PE,1693940300
446,beira,-19.8436,34.8389,22.05,88,0,4.63,MZ,1693939723
447,codrington,-38.2667,141.9667,5.14,85,6,6.02,AU,1693940302
448,sabalgarh,26.25,77.4,27.38,75,54,2.76,IN,1693940302
449,kapuskasing,49.4169,-82.4331,33.05,37,20,6.17,CA,1693940058
450,jeddah,21.5169,39.2192,33.92,66,0,4.12,SA,1693940304
451,kenora,49.8167,-94.4337,16.54,94,100,6.71,CA,1693940304
452,ambatofinandrahana,-20.55,46.8,14.26,68,0,1.54,MG,1693940305
453,bauru,-22.3147,-49.0606,31.52,55,20,3.09,BR,1693940199
454,alice springs,-23.7,133.8833,11.75,43,0,0.0,AU,1693940215
455,iskateley,67.6803,53.1512,13.98,85,100,5.66,RU,1693940307
456,tomatlan,19.9333,-105.25,33.92,51,10,3.33,MX,1693939806
457,novodvinsk,64.4165,40.8122,12.98,99,100,1.1,RU,1693940308
458,urengoy,65.9667,78.3667,10.06,70,81,1.34,RU,1693940308
459,takoradi,4.8845,-1.7554,24.79,87,67,4.06,GH,1693940309
460,dolinsk,47.35,142.8,15.21,97,30,0.75,RU,1693940310
461,qamdo,31.1667,97.2333,3.96,81,71,0.89,CN,1693940310
462,lata,40.1629,-8.3327,22.26,64,100,0.86,PT,1693940311
463,viedma,-40.8135,-62.9967,13.38,32,95,5.83,AR,1693939726
464,punta del este,-34.9667,-54.95,12.06,64,40,5.14,UY,1693940313
465,dauphin,51.1494,-100.0502,16.08,67,75,6.69,CA,1693940314
466,swakopmund,-22.6833,14.5333,13.02,77,100,6.82,NA,1693940315
467,malango,-2.9627,119.9001,18.84,98,77,0.65,ID,1693940315
468,pizarro,4.9533,-77.366,28.38,77,73,3.62,CO,1693940316
469,puerto carreno,6.189,-67.4859,33.99,55,20,1.03,CO,1693940160
470,kawm umbu,24.4767,32.9463,34.92,16,0,4.5,EG,1693940317
471,tianfu,37.1936,122.0511,21.24,95,0,2.76,CN,1693940318
472,planaltina,-15.4528,-47.6142,29.05,36,63,1.73,BR,1693940114
473,shubarshi,48.5872,57.1869,21.09,32,100,3.25,KZ,1693940319
474,al kharijah,25.4514,30.5464,31.99,16,0,3.21,EG,1693940319
475,luuq,3.7938,42.5445,32.22,33,82,6.35,SO,1693940320
476,krasnozerskoye,53.9828,79.2374,11.05,60,100,4.24,RU,1693940321
477,kiunga,-6.1219,141.2906,22.74,99,99,1.18,PG,1693940321
478,port hedland,-20.3167,118.5667,17.03,88,98,2.57,AU,1693940322
479,eshowe,-28.8865,31.4699,15.42,84,100,8.02,ZA,1693940060
480,correntina,-13.3433,-44.6367,34.27,24,43,2.45,BR,1693940323
481,santarem,-2.4431,-54.7083,33.07,62,20,5.66,BR,1693940216
482,pucheng,27.9233,118.5333,23.84,98,100,1.07,CN,1693940324
483,muar,2.0442,102.5689,27.02,85,89,2.57,MY,1693940325
484,sao francisco do sul,-26.2433,-48.6381,20.95,68,75,3.09,BR,1693940326
485,hami,42.8,93.45,22.02,40,100,4.75,CN,1693939822
486,abancay,-13.6339,-72.8814,20.84,53,100,3.89,PE,1693940327
487,plesetsk,62.708,40.2916,15.48,79,100,5.42,RU,1693940327
488,yamada,39.4667,141.95,22.39,94,100,2.55,JP,1693940328
489,brookings,44.3114,-96.7984,28.47,50,0,7.2,US,1693940307
490,sragen,-7.4264,111.0222,21.85,77,50,2.8,ID,1693940329
491,flying fish cove,-10.4217,105.6791,23.82,83,100,5.14,CX,1693940330
492,burela de cabo,43.65,-7.4,21.21,74,100,1.99,ES,1693940330
493,bamboo flat,11.7,92.7167,28.05,83,75,4.63,IN,1693940331
494,aripuana,-9.1667,-60.6333,40.71,14,11,1.19,BR,1693940331
495,weno,7.4515,151.8468,28.7,72,93,3.09,FM,1693940332
496,kismayo,-0.3582,42.5454,25.31,85,47,7.05,SO,1693940332
497,ponca city,36.707,-97.0856,37.16,35,0,5.66,US,1693940333
498,ahmadpur east,29.1431,71.2598,33.26,31,0,3.11,PK,1693940334
499,okigwe,5.8352,7.3599,23.2,92,66,2.47,NG,1693940334
500,nova odesa,47.3078,31.7851,22.1,50,1,5.27,UA,1693940335
501,kailua-kona,19.6406,-155.9956,28.61,72,20,2.57,US,1693939748
502,birzai,56.2,24.75,15.07,84,22,3.83,LT,1693940336
503,jijel,36.8205,5.7667,25.97,65,40,2.06,DZ,1693940337
504,guerrero negro,27.9769,-114.0611,23.87,59,0,5.91,MX,1693940338
505,zhalantun,48.0,122.7167,14.01,90,5,2.67,CN,1693940338
506,yeppoon,-23.1333,150.7333,15.88,85,0,2.25,AU,1693940339
507,suva,-18.1416,178.4415,22.71,78,75,1.54,FJ,1693940339
508,shahrud,36.4182,54.9763,25.14,40,0,2.44,IR,1693940340
509,san luis de la loma,17.2706,-100.8939,31.27,61,100,4.56,MX,1693940340
510,brindisi,40.5833,17.6667,25.43,54,100,10.19,IT,1693940341
511,santa teresa,10.2341,-66.6631,34.67,33,42,2.89,VE,1693940342
512,olanchito,15.5,-86.5667,29.91,40,23,1.31,HN,1693940342
513,touros,-5.1989,-35.4608,27.6,66,6,8.33,BR,1693940343
514,ulladulla,-35.35,150.4667,7.97,67,0,2.03,AU,1693940344
515,palu,-0.8917,119.8707,23.93,96,99,1.28,ID,1693940344
516,amahai,-3.3333,128.9167,24.16,90,58,2.0,ID,1693940345
517,ambovombe,-25.1667,46.0833,21.16,77,0,1.63,MG,1693940345
518,paradip garh,20.3167,86.6167,26.9,82,100,0.73,IN,1693940346
519,turkmenabat,39.0733,63.5786,20.99,35,0,4.12,TM,1693940178
520,shaowu,27.3409,117.4831,23.77,99,100,1.13,CN,1693940347
521,labytnangi,66.6572,66.4183,8.23,72,13,2.55,RU,1693940348
522,santa cruz,-17.8,-63.1667,26.7,47,75,6.17,BO,1693940336
523,kerikeri,-35.2268,173.9474,15.51,94,16,0.75,NZ,1693940349
524,cabinda,-5.55,12.2,22.43,92,48,2.37,AO,1693940349
525,kidal,18.4411,1.4078,34.57,31,0,4.35,ML,1693939838
526,santiago del torno,-17.9833,-63.3833,26.1,42,100,1.64,BO,1693940350
527,bellinzona,46.1928,9.017,20.7,84,40,0.89,CH,1693940351
528,shakhtinsk,49.71,72.5872,9.22,72,33,2.62,KZ,1693940352
529,karasuk,53.7377,78.0403,11.3,63,100,4.86,RU,1693940352
530,taoudenni,22.6783,-3.9836,37.45,27,64,5.78,ML,1693940353
531,postbauer-heng,49.3053,11.3572,20.84,78,12,2.37,DE,1693940353
532,lospalos,-8.5186,127.0025,18.23,92,90,1.86,TL,1693940354
533,cascais,38.6979,-9.4215,22.92,86,75,12.52,PT,1693940354
534,manjeshvar,12.7,74.8833,25.66,91,100,4.59,IN,1693940355
535,kiffa,16.6166,-11.4045,33.37,45,100,4.73,MR,1693940356
536,san julian,21.0167,-102.1667,26.08,35,98,3.63,MX,1693940356
537,callao,-12.0667,-77.15,21.16,73,100,3.6,PE,1693940344
538,geraldton,-28.7667,114.6,16.23,82,75,4.63,AU,1693940357
539,eureka,40.8021,-124.1637,24.26,78,2,0.89,US,1693940248
540,roma,43.2128,-75.4557,31.64,68,0,3.13,US,1693940358
541,port nelson,23.6333,-74.8333,28.84,72,1,5.1,BS,1693940359
542,harstad,68.799,16.5293,8.66,97,100,6.26,NO,1693940360
543,at taj,24.2049,23.2857,30.23,20,0,4.27,LY,1693940360
544,bowen,-20.0167,148.2333,18.62,90,21,3.29,AU,1693940361
545,razole,16.4833,81.8333,24.93,96,100,3.69,IN,1693940361
546,dzuunharaa,48.8523,106.4579,18.91,52,56,2.85,MN,1693940362
547,piti village,13.4626,144.6933,27.95,89,0,0.0,GU,1693940362
548,grand falls-windsor,48.9332,-55.6649,27.5,42,8,1.79,CA,1693940363
549,valkeakoski,61.2642,24.0312,11.74,88,7,4.7,FI,1693940364
550,castel madama,41.9735,12.8685,24.94,42,0,4.92,IT,1693940365
551,tura,25.5198,90.2201,25.57,89,43,1.26,IN,1693939794
552,jining,35.405,116.5814,21.76,83,0,1.47,CN,1693940366
553,ta`u,-14.2336,-169.5144,26.32,71,100,7.72,AS,1693940367
554,saurimo,-9.6608,20.3916,23.92,23,5,2.03,AO,1693940368
555,rabo de peixe,37.8,-25.5833,22.73,68,20,11.83,PT,1693940368
556,lianran,24.9227,102.485,17.3,94,4,1.33,CN,1693940369
557,caleta de carquin,-11.0925,-77.6267,21.74,71,75,5.17,PE,1693940370
558,punta cana,18.5818,-68.4043,31.87,66,20,6.17,DO,1693940275
559,sidney,-33.8679,151.2073,13.17,67,0,2.57,AU,1693940198
560,can,40.0333,27.0524,21.85,91,100,4.98,TR,1693940371
561,atamyrat,37.8357,65.2106,22.08,22,0,3.95,TM,1693940372
562,zhuanghe,39.7008,122.9911,20.99,73,0,2.53,CN,1693940372
563,ar ruways,24.1103,52.7306,32.03,68,6,4.59,AE,1693940373
564,santa rosa de viterbo,-21.4728,-47.3631,26.56,63,100,3.42,BR,1693940374
565,jasper,37.2001,-94.3502,33.95,52,40,9.77,US,1693940374
566,sierra grande,-41.606,-65.3557,8.05,69,100,7.92,AR,1693940375
567,la carolina,38.2756,-3.6153,24.47,35,100,2.28,ES,1693940375
568,jianshui,23.6363,102.8264,18.11,94,9,1.53,CN,1693940376
569,sampit,-2.5333,112.95,23.31,88,25,1.26,ID,1693940377
570,wainwright,52.839,-110.8572,16.09,39,9,4.77,CA,1693940377
571,arua,3.0201,30.9111,17.55,95,4,3.33,UG,1693940378
572,ubari,26.5921,12.7805,33.85,19,3,2.88,LY,1693940378
573,prado,-17.3411,-39.2208,25.35,75,100,5.37,BR,1693940379
574,vung tau,10.346,107.0843,26.31,89,100,5.51,VN,1693940380
575,saldanha,-33.0117,17.9442,10.03,63,0,4.08,ZA,1693940380
576,yantarnyy,54.8717,19.9381,18.19,80,7,3.37,RU,1693940381
577,hutchinson,38.0608,-97.9298,34.29,34,0,1.34,US,1693940352
578,la'ie,21.6477,-157.9253,28.98,79,97,3.13,US,1693940382
579,isabela,6.7085,121.9711,26.03,87,100,1.78,PH,1693940383
580,taksimo,56.3444,114.8794,10.51,74,100,0.58,RU,1693940384
581,sambava,-14.2667,50.1667,21.59,86,6,5.0,MG,1693940384
582,san jose del cabo,23.0589,-109.6977,36.54,53,0,5.14,MX,1693940385
583,shihezi,44.3,86.0333,16.78,51,6,1.73,CN,1693940385
584,kattivakkam,13.2167,80.3167,28.37,80,100,5.25,IN,1693940386
585,high river,50.5834,-113.8687,19.53,64,0,5.3,CA,1693940387
586,k'olito,7.3167,38.0833,16.99,82,33,2.11,ET,1693940388
